text,goal_info,match_info,match_result,substitution,penalty,card_info
"Sau chuỗi 3 trận liền không ghi nổi bàn thắng, có ý kiến cho rằng Karim Benzema nên ngồi dự bị để nhường chỗ cho Mariano Diaz. Huyền thoại Carlos Santillana thì đưa ra giải pháp để bộ đôi nói trên đá cặp tiền đạo với nhau. Nhưng cuối cùng, HLV Julen Lopetegui vẫn bảo lưu quan điểm. Ông vẫn điền tên Benzema vào đội hình xuất phát và thay vì Marco Asensio, Lopetegui đã giao vị trí tiền đạo cánh trái cho Dani Ceballos, người từng lập cú đúp trong trận thắng 2-1 cũng tại Mendizorroza mùa trước.",0,0,0,0,0,0
"Phép cộng ấy đã ít nhiều phát huy tác dụng trong những phút đầu. Ngay phút thứ 5, Benzema chuyền bóng để Ceballos băng lên sút căng, buộc thủ thành Fernando Pacheco phải đẩy bóng. Sau đó 5 phút, chính tiền đạo người Pháp có cú đánh đầu cận thành nhưng hậu vệ Alaves kịp hỗ trợ phá bóng. Nhưng đó cũng gần như là những cơ hội đáng chú ý nhất mà đội khách tạo ra. Vì sau khởi đầu ấn tượng, hàng công của họ lại tiếp tục lâm vào bế tắc.",0,0,0,0,0,0
"Các cầu thủ Real Madrid đã gặp rất nhiều khó khăn trước một đội chủ nhà chủ động kéo thấp đội hình, đồng thời sử dụng lối đá quây rát và áp sát nhanh. Trong bối cảnh trung lộ gần như bị bóp nghẹt, Los Blancos buộc phải chuyển hướng tấn công ra biên. Nhưng trong khi Nacho Fernandez hiếm khi lên tấn công bên cánh trái thì ở đối diện, những quả tạt bóng hay căng ngang của Alvaro Odriozola lại không tạo ra đột biến. Chính HLV Lopetegui cũng nhận ra điều đó, và buộc phải đưa ra những điều chỉnh trong hiệp 2.",0,0,0,1,0,0
"Ông lần lượt tung nốt những quân bài tấn công còn lại trong tay là Mariano, Marco Asensio và Vinicius Junior vào thay Benzema, Casemiro và Gareth Bale. Nhưng bất chấp đã thay máu hoàn toàn hàng công, người Madrid vẫn không thể cải thiện được tình hình. Trong tình huống có lẽ là ngon ăn nhất của Real Madrid ở đầu hiệp 2, pha xử lý quá rườm rà của Mariano đã khiến cơ hội trôi qua.",0,0,0,1,0,0
"Alaves đã kiên cường chống đỡ tới tận những phút cuối, đến mức trung vệ Guillermo Maripan phải rời sân vì chuột rút. Nhưng không chỉ phòng ngự tốt, họ còn vài lần khiến các Madridista giật mình. Phút 77, Jony đã cảnh cáo đội khách với một pha thoát xuống rồi dứt điểm đưa bóng sạt cột dọc. Và đúng phút bù giờ thứ 5, thảm họa đã xảy ra với Real Madrid. Từ một quả phạt góc, tiền đạo vào thay người Ruben Sobrino đánh đầu để một cầu thủ vào thay người khác là Manu Garcia đánh đầu cận thành tung lưới Thibaut Courtois.",1,0,0,0,0,0
"Tỷ số là 1-0 và lúc đó là quá muộn để Real Madrid làm được điều gì đó. Los Blancos đã thua trước đối thủ mà họ vẫn thường xuyên bắt nạt. Và giờ, có lẽ người Madrid đã lâm vào một cuộc khủng hoảng thực sự.",0,0,1,0,0,0
ĐỘI HÌNH THI ĐẤU,0,0,0,0,0,0
"Alaves: Pacheco; Navarro, Laguardia, Maripan (Aguirregabiria, 88’), Duarte; Brasanac, Pina, Wakaso (M.Garcia, 74’); Ibai Gomez (Sobrino, 67’), Calleri, Jony.",0,0,0,0,0,0
"Real Madrid: Courtois; Odriozola, Ramos, Varane, Nacho; Kroos, Modric, Casemiro (Asensio, 62’); Bale (Vinicius Junior, 80’), Benzema (Mariano, 46’), Ceballos.",0,0,0,0,0,0
Bảng xếp hạng La Liga,0,0,0,0,0,0
Kroos cán mốc 200 trận,0,0,0,0,0,0
"Trận gặp Alaves chính là trận thứ 200 ở mọi đấu trường của Toni Kroos trong màu áo Real Madrid. Tiền vệ 28 tuổi chính là cầu thủ người Đức chơi nhiều thứ 2 trong lịch sử Los Blancos, chỉ kém Uli Stielike (269 trận). Trong 200 trận này, Kroos ghi được 12 bàn, có 48 đường kiến tạo và giành được tổng cộng 10 danh hiệu.",0,0,0,0,0,0
PHƯƠNG MINH,0,0,0,0,0,0
"Thắng đậm Long An 4-0, Sài Gòn FC vươn lên vị trí thứ 7 trên BXH V.League 2017",0,1,1,0,0,0
"Dù không được đánh giá cao nhưng ít nhiều tinh thần thi đấu của Long An luôn là điều được tin tưởng, nhất là dưới sự dẫn dắt của HLV Nguyễn Minh Phương. Thêm vào đó, chủ nhà Sài Gòn ra quân với đội hình không ngoại binh cũng là một lợi thế cho Long An để họ có thể làm nên sự khác biệt.",0,1,0,0,0,0
"Cơn mưa nặng hạt khiến mặt sân Thống Nhất ướt sũng và trơn trượt đã ảnh hưởng không nhỏ tới lối chơi của hai đội. Tuy vậy, Long An cũng đã sớm có được cơ hội rõ rệt để mở tỉ số trận đấu khi được hưởng quả phạt 11m ngay ở phút thi đấu thứ 10. Đáng tiếc là ngoại binh Apollo đã không thế chiến thắng được thủ môn Tống Đức An của Sài Gòn FC trên chấm phạt đền.",0,0,0,0,0,0
Văn Đại (số 29) có một cú hattrick để giúp Sài Gòn FC thắng đậm đội khách Long An,1,0,0,0,0,0
"Bỏ lỡ cơ hội ngon ăn, đội khách phải trả giá khi chỉ ít phút sau đó từ một pha phản công nhanh, Văn Đại dứt điểm ở cự li gần hạ gục thủ thành Tiến Anh giúp Sài Gòn FC vượt lên dẫn trước.",1,0,0,0,0,0
"Không chỉ bị đối thủ dẫn trước, Long An còn phải chơi thiếu người khi Oseni có pha vào bóng nguy hiểm với hậu vệ đối phương ở cuối hiệp 1. Tiền đạo của Long An đã phi chân nguy hiểm thẳng vào người trung vệ Tiến Duy buộc trọng tài phải rút thẻ đỏ trực tiếp.",0,0,0,0,0,1
"Chơi thiếu người, cùng với đó HLV Nguyễn Minh Phương cũng chưa có được đội hình mạnh nhất trong tay vì một vài trụ cột bị chấn thương và treo giò khiến cho Long An bị bể trận trong hiệp 2. Chỉ trong vòng 3 phút từ 57 đến 59, đội chủ nhà có liên tiếp 2 bàn thắng do công của Tiến Duy và Văn Đại. Trong đó đáng chú ý là bàn thắng được ghi từ giữa sân của trung vệ Tiến Duy với một cú phất bóng như siêu phẩm của cựu danh thủ Beckham.",1,0,0,0,0,0
"Đây là trận thua thứ 8 liên tiếp của Long An tại V.League 2017, HLV Nguyễn Minh Phương dường như chưa thể vực dậy được đội bóng của mình",0,0,0,0,0,0
"Khi mà Long An thua chóng vánh và rệu rã tinh thần thì Sài Gòn FC tiếp tục có được bàn thắng thứ 4. Văn Đại tiếp tục điền tên của mình lên bảng tỉ số với pha đánh đầu cận thành, hoàn thành cú hattrick của mình.",1,0,0,0,0,0
"Giành 3 điểm trước Long An, Sài Gòn vươn lên vị trí thứ 7 trên BXH, trong khi đó Long An thì vẫn nằm ở cuối BXH với 4 điểm sau 10 vòng đấu. Và dường như đoàn quân của HLV Nguyễn Minh Phương đang đứng trước nguy cơ giành tấm vé rớt hạng của V.League 2017.",0,0,0,0,0,0
Kết quả thi đấu ngày 1.4:,0,0,0,0,0,0
Sài Gòn FC – Long An: 4-0,0,0,1,0,0,0
Lịch thi đấu các lượt trận ngày 2.4:,0,0,0,0,0,0
17h00: HAGL – Quảng Nam,0,0,0,0,0,0
17h00: SHB Đà Nẵng – S. Khánh Hòa,0,0,0,0,0,0
17h00: Hải Phòng – SLNA,0,0,0,0,0,0
17h00: B. Bình Dương – TPHCM,0,0,0,0,0,0
ĐÌNH THẢO,0,0,0,0,0,0
"HLV Zinedine Zidane đã sử dụng Danilo và Karim Benzema ở trận đấu với Real Sociedad, dù nhiều CĐV tỏ ra không hài lòng vì phong độ yếu kém của hai cầu thủ này. Trước trận đấu, Zidane và đội trưởng Sergio Ramos đã yêu cầu các CĐV không nên bày tỏ sự quá khích của mình, tuy nhiên họ vẫn la ó và huýt sáo Danilo và Benzema. Thậm chí Cristiano Ronaldo cũng trở thành mục tiêu công kích của những CĐV quá khích của Real Madrid trên khán đài khi anh chơi không tốt ở đầu trận.",0,0,0,0,0,0
Kovacic mở tỉ số cho Real Madrid,1,0,0,0,0,0
"Đội bóng chủ sân Bernabeu mở tỉ số ở phút 38, sau pha kiến tạo của Cristiano Ronaldo cho Mateo Kovacic băng vào vòng cấm đối mặt với thủ môn. Ngôi sao người Bồ Đào Nha đã đích thân nhân đôi cách biệt ở phút 51.",1,0,0,0,0,0
Cristiano Ronaldo nhân đôi cách biệt cho Real Madrid,1,1,0,0,0,0
"Phút 74, Real Sociedad chỉ còn 10 người trên sân sau khi Inigo Martinez dính thẻ đỏ vì phạm lỗi với Casemiro. Với việc phải chơi thiếu người, họ đã không thể ngăn Real Madrid ghi bàn thắng thứ 3. 8 phút trước khi trận đấu kết thúc, Alvaro Morata, cầu thủ vào sân thay cho Benzema ở hiệp 2, đã ghi bàn thắng ấn định tỉ số 3-0 bằng cú đánh đầu chính xác sau quả tạt của Lucas Vazquez. Với chiến thắng này, Real Madrid đã gia cố ngôi đầu bảng của mình. Họ hiện đang dẫn đầu La Liga với 46 điểm, hơn Barca và Sevilla 4 điểm, trong khi thi đấu ít hơn 2 đội bóng này 1 trận.",1,1,1,0,0,1
"Real Madrid: Navas; Danilo, Varane, Ramos, Nacho; Kovacic (Isco 77'), Casemiro, Kroos; Lucas (Asensio 84'), Benzema (Morata 66'), Ronaldo",0,0,0,0,0,0
"Bàn thắng: Kovacic (38'), Ronaldo (51'), Morata (82')",1,0,0,0,0,0
"Real Sociedad: Rulli; Zaldua, Navas, Inigo, Rodrigues; Zurutuza, Illarra; Juanmi, Canales (Granero 77'), Oyarzabal (Vela 57'); Willian Jose (Prieto 57')",0,0,0,0,0,0
Thẻ đỏ: Inigo (74'),0,0,0,0,0,1
Kết quả thi đấu:,0,0,0,0,0,0
Real Betis 1-1 Barca,0,0,0,0,0,0
Espanyol 3-1 Sevilla,0,0,0,0,0,0
Athletic Bilbao 2-1 Sporting Gijon,0,0,0,0,0,0
Real Madrid 3-0 Real Sociedad,0,0,0,0,0,0
Sơn Tùng,0,0,0,0,0,0
Tổng hợp,0,0,0,0,0,0
"M.U đã thảm bại 1-4 trước Liverpool trong trận đấu thuộc khuôn khổ International Champions Cup 2018. Sadio Mane (28'pen), Daniel Sturridge (66'), Sheyi Ojo (74'pen), và Xherdan Shaqiri lập công cho Liverpool, còn Andrea Pereira (39') ghi bàn danh dự cho M.U.",1,1,1,0,0,0
Trận giao hữu giữa M.U vs Liverpool diễn ra vào lúc 04h05 ngày 29/7. Tất cả các trận đấu thuộc khuôn khổ giải ICC Cup 2018 sẽ được độc quyền trên các kênh sóng của K+.,0,0,0,0,0,0
Video clip highlights M.U 1-4 Liverpool,0,0,0,0,0,0
Đội hình thi đấu,0,0,0,0,0,0
"M.U: Lee Grant (Joel Pereira 46') - Fosu-Mensah, Eric Bailly, Axel Tuanzebe (Ro Shaun Williams 81’), Matteo Darmian - Scott McTominay, Ander Herrera (Joshua Bohui 81’) – Juan Mata (Fred 71’), Demetri Mitchell (Tahith Chong 71’), Andreas Pereira - Alexis Sanchez (Angel Gomes 81’)",0,0,0,0,0,0
"Liverpool: Kamil Grabara (Caoimhin Kelleher 46’) – Milner (Pedro Chirivella 65’), Van Dijk (Joe Gomez 65’), Ragnar Klavan (Nathaniel Philips 46’), Alberto Moreno (Andy Robertson 65’) - Rafael Camacho (Curtis Jones 65’), Fabinho (Marko Grujic 65’), - Mohamed Salah (Shaqiri 46’), Sadio Mane (Sheyi Ojo 46’), Adam Lallana (Benjamin Woodburn 46’) – Dominic Solanke (Daniel Sturridge 65’).",0,0,0,0,0,0
"Ghi bàn: Pereira 39’ – Mane 28’, Sturridge 66’, Ojo 74’, Shaqiri 82’",1,0,0,0,0,0
+ Lịch thi đấu giao hữu mùa Hè 2018 của M.U (giờ Việt Nam),0,0,0,0,0,0
"01/08, 07h05: M.U vs Real Madrid",0,0,0,0,0,0
"06/08, 01h15: Bayern Munich vs M.U",0,0,0,0,0,0
+ Lịch thi đấu giao hữu Hè 2018 của Liverpool (giờ Việt Nam),0,0,0,0,0,0
"05/08,00h00: Liverpool vs Napoli",0,0,0,0,0,0
"08/08,01h30: Liverpool vs Torino",0,0,0,0,0,0
Trung PhạmTổng hợp,0,0,0,0,0,0
"Ở cuộc tiếp đón Everton hồi rạng sáng nay, M.U đã chơi ép sân khi nắm giữ 61% thời lượng kiểm soát bóng và tung ra 18 pha dứt điểm, trong đó có 3 pha trúng đích. Bên phía “The Toffees” thực hiện 11 lần sút cầu môn và có 4 lần trúng mục tiêu. Tuy nhiên, do công cùn, thủ kém nên nửa đỏ thành Manchester đã rất vất vả mới có thể cầm hòa đối thủ với tỷ số 1-1.",1,1,0,0,0,0
"Trung vệ Phil Jagielka là người mở tỷ số cho đội khách vào phút 22. Bàn gỡ của M.U đến từ pha đá phạt đền của tiền đạo Zlatan Ibrahimovic ở phút 90+4. Với kết quả này, “Red Devils” tiếp tục đứng thứ 5 trên BXH Premier League khi có được 54 điểm sau 29 trận, kém đội xếp trên là Man City 4 điểm.",1,0,0,0,0,0
M.U (áo đỏ) đã hòa tổng cộng 12 trận ở Premier League mùa này.,0,0,0,0,0,0
"Tỷ số 1-1 trước Everton giúp M.U nối dài chuỗi trận bất bại ở Premier League 2016-2017 lên con số 20. Trong số 5 giải VĐQG hàng đầu châu Âu gồm Premier League, La Liga, Bundesliga, Serie A và Ligue 1 mùa này, chẳng có CLB nào duy trì được mạch trận không thua dài như nửa đỏ thành Manchester. Tuy nhiên, trong số 20 trận này, “Quỷ đỏ” có tới 10 lần bị cầm hòa.",0,0,1,0,0,0
"Theo thống kê của Squawka, M.U đã có tổng cộng 12 trận hòa ở giải Ngoại hạng mùa này. Kể từ khi Premier League ra đời vào năm 1992, chưa bao giờ đội chủ sân Old Trafford bị “cưa điểm” nhiều như vậy trong 1 mùa giải.",0,0,0,0,0,0
"Với cá nhân HLV Jose Mourinho, sau 29 trận đầu tiên cầm quân cho M.U ở Premier League, thành tích của ông (54 điểm) còn thua kém cả Louis van Gaal (56 điểm). Không những vậy, số bàn thắng mà M.U của Mourinho ghi được còn ít hơn so với M.U thời Van Gaal (43 bàn so với 50 bàn).",0,0,0,0,0,0
BXH Premier League sau các trận đã kết thúc ở vòng 31.,0,0,0,0,0,0
"Liverpool đã không thể giành chiến thắng trong hai trận đấu đầu tiên vòng bảng Champions League với Spartak Moscow và Sevilla. Chính vì vậy, những CĐV đội bóng hy vọng The Kop có thể tìm kiếm chiến thắng đầu tay trong chuyến hành quân tới sân của đối thủ yếu Maribor.",0,1,0,0,0,0
Liverpool đại thắng 7-0 trước Maribor,0,0,1,0,0,0
"Mọi chuyện diễn ra ngoài sự mong đợi của nhiều người. Nói vậy bởi lẽ, sau 90 phút, Liverpool đã nã tới 7 bàn vào lưới của “tí hon” ngay trên đất Slovenia. Chiến thắng này đã giúp Liverpool tạm thời vươn lên dẫn đầu bảng E với 5 điểm, bằng điểm với Spartak Moscow nhưng hơn hiệu số bàn thắng. Ở trận đấu cùng giờ, đội bóng nước Nga cũng khiến tất cả choáng váng khi vùi dập Sevilla với tỷ số 5-0.",0,0,0,0,0,0
"Bước vào trận đấu này, Liverpool ra sân với sơ đồ 4-3-3 với bộ ba tấn công Salah, Firmino và Coutinho. Ngay sau tiếng còi khai cuộc, The Kop đã thể hiện quyết tâm lớn muốn “nuốt chửng” đối phương.",0,0,0,0,0,0
"Ngay ở phút thứ 4, The Kop đã tìm được bàn thắng mở tỷ số. Từ đường chuyền sai địa chỉ của cầu thủ Maribor, Salah chớp thời cơ rất nhanh, trước khi thực hiện đường chuyền cho Firmino dễ dàng đưa bóng vào lưới đối thủ.",1,0,0,0,0,0
"Tới phút 13, đội bóng thành phố Cảng nước Anh đã nâng tỷ số lên 2-0. Sau hàng loạt pha phối hợp an ý, bóng tới chân của Coutinho. Cầu thủ này đã thực hiện cú dứt điểm một chạm đẳng cấp, tung lưới Maribor.",1,0,0,0,0,0
"Phút 19, số phận trận đấu gần như đã được định đoạt, khi Liverpool đã lần thứ 3 chọc thủng lưới Maribor. Firmino đã có màn “đáp lễ” Salah với đường chuyền dọn cỗ cho cầu thủ người Ai Cập lập công.",1,0,0,0,0,0
Chiến thắng này đã giúp The Kop vươn lên dẫn đầu bảng E,0,0,0,0,0,0
"Trong những phút tiếp theo, Liverpool vẫn duy trì sức ép. Dù vậy, họ phải chờ tới phút 40 mới được ăn mừng bàn thắng thứ 4. Salah lần thứ 2 ghi danh lên bảng tỷ số sau khi tận dụng tốt đường chuyền của Alberto Moreno.",1,0,0,0,0,0
"Sang hiệp 2, The Kop vẫn chưa có ý định dừng lại. Phút 54, Firmino đã lần thứ 2 lập công, nâng tỷ số lên 5-0. Những phút tiếp theo chứng kiến sự vô duyên tới lạ lùng của các cầu thủ Liverpool.",1,0,0,0,0,0
"Dù vậy, thời điểm cuối trận lại chứng kiến bàn thắng tới liên tục với The Kop. Phút 86, Chamberlain đã ghi bàn thắng đầu tiên cho CLB mới, 6-0 cho Liverpool. Tới phút 90, Alexander Arnold đã khép lại ngày thi đấu thành công của đội bóng nước Anh với pha lập công ấn định chiến thắng 7-0.",1,0,1,0,0,0
Đội hình thi đấu:,0,0,0,0,0,0
"MARIBOR (4-2-3-1): Handanovic 7: Milec 5, Rajcevic 5, Suler 5, Viler 5: Kabha 4, Vrhovec 5: Kramaric 5, Ahmedi 5, Bohar 5: Tavares 6",0,0,0,0,0,0
"LIVERPOOL (4-3-3):Karius 6: Alexander-Arnold 7, Matip 6, Lovren 6, Moreno 7: Milner 7, Wijnaldum 7 (Solanke 76mins 6), Can 7.5: Salah 8 (Oxalde-Chamberlain 57mins 6), Firmino 8 (Sturridge 68mins), Coutinho 8.5",0,0,0,0,0,0
H.Long,0,0,0,0,0,0
"Man City đá phập phù gần đây, nhưng ít nhiều vẫn tự tin khi tới Goodison Park. Tại Ngoại hạng Anh, họ bất bại trong bảy lần gần nhất đấu Everton và thắng hai trong ba lần gần nhất làm khách của đối thủ này. Marten Stekelenburg, thủ môn Everton từng cản phá thành công hai quả phạt đền của Man City trong trận hòa 1-1 ở lượt đi, cũng không có trong danh sách đá chính phía chủ nhà. Tuy nhiên, thực tế tại Goodison Park đã làm đảo lộn mọi dự đoán trước trận đấu. Man City thậm chí còn hứng chịu thất bị nặng nề nhất của họ từ đầu mùa này.",0,0,0,0,0,0
Guardiola không giấu sự chán chường và tuyệt vọng khi chứng kiến Man City sụp đổ dễ dàng trước Everton,0,1,0,0,0,0
"về mặt thế trận lẫn các thống kê, chơi không hề tồi trong hiệp một. Đá trên sân khách, nhưng họ nhập cuộc chủ động, chơi lấn lướt, giữ bóng tới 70% và dứt điểm nhiều gấp sáu (6 - 1), tạo ra không dưới năm cơ hội ăn bàn rõ rệt. Vấn đề duy nhất với đoàn quân của Guardiola là khâu dứt điểm. Xen giữa hai tình huống Mirallas rồi Lukaku sút tung lưới Bravo, Man City có ba cơ hội rất ngon ăn để mở tỷ số.",0,0,0,0,0,0
"Ở phút 11, Sterling xử lý chậm trong tình huống đối mặt với thủ Joel Robles sau pha kiến tạo của De Bruyne và để Leighton Baines kịp lùi về can thiệp. Man City cho rằng họ xứng đáng được hưởng phạt đền, nhưng trọng tài không đồng tình. Sáu phút sau đó, vẫn từ chân De Bruyne, bóng được chọc khe lên cho Aguero, nhưng tiền đạo người Argentina lại khống chế vụng, để cơ hội trôi qua.",0,0,0,0,0,0
"Cơ hội đến với Man City còn rõ rệt hơn ở phút 28, khi De Bruyne bấm bóng loại toàn bộ hàng thủ Everton đưa David Silva vào thế đối mặt với thủ môn Robles. Nhưng thay vì dứt điểm quyết đoán, tiền vệ người Tây Ban Nha lại chọn phương án tối hơn là giữ và đi bóng đến vị trí thuận lợi hơn để sút. Các hậu vệ chủ nhà, nhờ đó, kịp lùi về, bao vây và hóa giải tình huống nguy hiểm này.",0,0,0,0,0,0
"Man City không hề nao núng sau bàn thua. Sức sáng tạo của De Bruyne, Silva, Sterling vẫn giúp họ chơi áp đảo. Sterling một lần làm chủ nhà thót tim với cú bắt vô-lê đẹp mắt từ ngoài vòng cấm, đưa bóng đi chệch góc cao phía gần cầu môn Everton trong gang tấc.",0,0,0,0,0,0
"Sau giờ giải lao, khi còn chưa kịp định thần, Man City đã lĩnh bàn thua thứ hai. Hàng phòng ngự đội khách, đặc biệt là trung vệ John Stones và hậu vệ trái Clichy, phản ứng rất chậm chạp, để Mirallas di chuyển vào khoảng trống nhận đường chuyền từ Barkley rồi quăng chân dứt điểm nhanh, nhân đôi tỷ số cho Everton.",1,0,0,0,0,0
"Bàn thua thứ hai cộng với sự bế tắc của hàng công buộc Guardiola phải thay đổi. Zabaleta được rút ra để lấy chỗ cho Iheanacho để Man City chuyển sang đá 4-4-2 với tiền đạo trẻ mới vào sân chơi cặp cùng Aguero. Nhưng bất chấp điều chỉnh ấy, hàng công đội khách vẫn tỏ ra vô hại.",0,0,0,1,0,0
"Hàng thủ Man City, trong một ngày tệ hại, bị đánh sập hoàn toàn bởi sức mạnh, tốc độ của những Lukaku, Davies bên phía Everton",0,0,0,0,0,0
Cơ hội rõ nhất của Man City trong khoảng nửa tiếng cuối trận là khi Aguero sút chéo góc nhưng không thắng được Robles. Sự ức chế lên cao khiến ngay cả một thủ lĩnh tinh thần và lối chơi như David Silva cũng nổi cáu phạm lỗi sau khi để mất bóng và phải lĩnh thẻ.,0,0,0,0,0,0
"Everton cũng có một số điều chỉnh nhân sự, trong đó có việc thay đội trưởng Barry bằng tân binh Morgan Schneiderlin. Nhưng lối chơi phản công của họ thì vẫn giữ được yếu tố thần tốc và hiệu quả.",0,0,0,1,0,0
"Phút 79, Tom Davies cướp bóng rồi lao lên như tên lửa, làm động tác giả lừa bóng đẹp mắt loại hai hậu vệ khách. Dù bị ngã sau khi chuyền cho đồng đội, Davies vẫn kịp bật dậy, chạy vào vòng cấm đón cú trả bóng của Barkley rồi dứt điểm vào lưới trống từ góc hẹp. Các cầu thủ phòng ngự của Man City kịp góp mặt trong tình huống này đều bị hút cả về phía Lukaku và Barkey, nên không kịp trở tay khi Davies vùng dậy, lao vào dứt điểm.",1,0,0,0,0,0
"Bàn thua thứ ba gần như đánh sập mọi ý chí kháng cự của Man City. Và trong thế trận ấy, Everton dễ dàng có thêm bàn thứ tư, nhờ công cầu thủ trẻ vào thay người Lookman, để ấn định thắng lợi 4-0 trong sự phấn khích của khán giả nhà, và khép lại cơn ác mộng nặng nề nhất của thầy trò Guardiola từ đầu mùa này.",1,0,1,0,0,0
"Vì trận thua này, Man City, từ vị trí thứ ba ở vòng trước, tụt xuống thứ năm, với 42 điểm qua 21 trận, kém hai điểm so với vị trí thứ tư của Liverpool, đội sẽ đá với Man Utd ở trận đá muộn nhất vòng. Nếu thắng Liverpool, Man Utd của Mourinho sẽ bắt kịp Man City về điểm số.",0,0,0,0,0,0
Kane có một ngày thi đấu chói sáng khi lập cú đúp vào lưới Roman Burki và giúp Tottenham giành 3 điểm ngày ra quân.,1,1,0,0,0,0
"Ngôi sao người Anh đã bỏ lại sau lưng ""cái dớp tháng 8"" và thể hiện xuất sắc trong tháng 9 này.",0,0,0,0,0,0
"Ngay ở phút thứ 3, Son Heung-min đã giúp Tottenham dẫn trước bằng cú sút chéo góc quyết đoán.",1,0,0,0,0,0
Hàng công của Tottenham đêm qua hoạt động rất hiệu quả.,0,0,0,0,0,0
Dortmund cũng có bàn thắng danh dự khi tân binh Yarmolenko cứa lòng vào góc xa làm bó tay Hugo Lloris.,1,1,0,0,0,0
Các cầu thủ Dortmund chia vui sau bàn thắng.,0,0,0,0,0,0
Tân binh Serge Aurier được HLV Pochettino cho ra sân ngay từ đầu và thể hiện ở mức tròn vai.,0,0,0,0,0,0
Eriksen đóng góp 1 kiến tạo để Kane nâng tỉ số lên 3-1 cho Tottenham.,1,0,1,0,0,0
"Trong khi đó, Pulisic và Aubameyang đều đã đưa bóng vào lưới Tottenham nhưng không được công nhận.",0,0,0,0,0,0
"Cuối trận đấu, Vertonghen lãnh thẻ vàng thứ 2 sau pha phạm lỗi với Mario Gotze.",0,0,0,0,0,1
Phúc Vũ - Thể thao Việt Nam | 04:45 14/09/2017,0,0,0,0,0,0
Alberto Brignoli trở thành thủ môn đầu tiên ghi bàn sau 16 năm tại Serie A,0,0,0,0,0,0
"Huyền thoại bóng đá Italia và Rossoneri, Gennaro Gattuso đã tiến rất gần đến chiến thắng đầu tiên trên cương vị HLV trưởng của AC Milan nhưng một lần nữa đội bóng thành Milan đã cho thấy sự bất ổn của mình khi họ để Benevento cầm hòa 2-2 dù đã dẫn bàn đến những giây bù giờ cuối cùng.",0,1,1,0,0,0
"Bước vào trận đấu với tân binh và cũng là đội đang xếp bét bảng Serie A với 0 điểm tròn trĩnh - một kỷ lục cho sự khởi đầu tồi tệ nhất ở 5 giải VĐQG hàng đầu châu Âu suốt thế kỷ qua, HLV Gennaro Gattuso đã ngay lập tức tạo dấu ấn của riêng mình với sự thay đổi về chiến thuật so với người tiền nhiệm Montella, bằng việc chuyển sang sơ đồ 3-4-3 thay vì 3-5-2 với bộ 3 Bonaventura – Kalinic – Suso đá cao nhất trên hàng công.",0,0,0,0,0,0
"Chất lượng đội hình vượt trội giúp AC Milan nắm thế chủ động ngay từ sau hồi còi khai cuộc. Trong đó, người chơi nổi bật nhất của Rossoneri là Giacomo Bonaventura. Chỉ trong vòng 11 phút đầu trận, tiền đạo 28 tuổi này đã có tới 3 cơ hội nhưng đều bỏ lỡ. Kết quả, đến phút 38 chính Bonaventura xuất hiện đúng lúc đánh đầu tung lưới đội chủ nhà mở tỷ số cho Milan.",1,0,0,0,0,0
"Sang đến hiệp thi đấu thứ 2, Benevento bất ngờ đẩy cao đội hình nhằm tìm kiếm bàn gỡ. Những tưởng hàng công mới có 6 bàn thắng tại Serie A mùa này sẽ không gây được khó khăn cho AC Milan với những hậu vệ chất lượng như Bonucci, Musacchio, Romagnoli thì bất ngờ xảy ra ở phút 50.",0,0,0,0,0,0
"Hậu vệ Letizia có cú sút căng như búa bổ từ ngoài vòng cấm và Donnarumma bị khuất tầm nhìn nên tình huống cản phá của anh lại đưa bóng đến đúng vị trí của George Puscas và tiền đạo này đã không bỏ lỡ cơ hội sút bóng vào khung thành bỏ trống, đem về bàn gỡ hòa cho đội chủ nhà.",1,0,0,0,0,0
"Chỉ 7 phút sau bàn thua, AC Milan lại vươn lên dẫn trước. Bonaventura thêm một lần nữa để lại dấu ấn với đường tạt bóng hoàn hảo cho Kalinic đánh đầu cận thành nâng tỉ số lên 2-1. Đây cũng là bàn thắng giúp tiền đạo người Croatia giải cơn khát bàn thắng đã kéo dài suốt 421 phút tại Serie A.",1,0,0,0,0,0
"Lúc này, Gattuso thể hiện sự non nớt của mình khi vội lui quân về bảo vệ thành quả trước một Benevento chơi vẫn hồn nhiên theo kiểu không có gì để mất như thường lệ. Letizia, D’Alessandro rồi Puscas đều có cơ hội trước khung thành Donnarumma. Để rồi trước sức ép lớn của đội chủ nhà, trung vệ trẻ Romagnoli đã có một pha phạm lỗi đáng trách dẫn đến thẻ vàng thứ hai, đẩy AC Milan vào cảnh chơi thiếu người từ phút 75.",0,0,0,0,0,1
"Gặp bất lợi về quân số, AC Milan vất vả chống đỡ và tưởng như đã có thể bảo vệ thành quả của mình thì ở phút bù giờ thứ 5, họ phải nhận bàn thua một cách không thể đau đớn hơn. Trong nỗ lực cuối cùng, thủ thành Alberto Brignoli lên tham gia tấn công và có cú đánh đầu chuẩn xác tung lưới Donnarumma trong sự vỡ òa của sân Ciro Vigorito.",1,0,0,0,0,0
